i,j,w_k,v_k,wk_vk,d_k,d_k_renorm,ratio
15,15,0.12397110201144622,6.955712455783002,0.8623073384181617,0.7553013834871807,0.03716491467284695,0.8759074054416893
23,31,0.15724541564487604,4.847155505127796,0.7621929820991694,0.7551483316696568,0.07828142907598865,0.9907573926879898
7,6,0.10282201680881345,7.408569869297275,0.7617640956301532,0.7521900919166132,0.016862633579158477,0.987431799728471
23,20,0.14034050940520812,5.364820568681834,0.7529016514763469,0.7473707681539205,0.015976777924564308,0.992653909960775
58,24,0.16080509456983902,4.640193287417926,0.7461667204055717,0.7422307888829373,0.0475385196664575,0.9947251312407833
18,3,0.1153685149204737,6.479564278026473,0.7475377080876655,0.7401426856071545,0.010808177611247697,0.9901074923706139
9,28,0.09549553496307099,7.796518414871463,0.7445326968775846,0.7365915667727249,0.03460690029997222,0.9893340747314884
5,20,0.11521549314808188,6.3810284415798355,0.7351933386885572,0.7242870404972861,0.002954106296227757,0.9851654012389097
14,25,0.07766994026751538,9.340593300188058,0.7254833236887608,0.7163923352277547,0.09383574701743302,0.9874690593647523
2,0,0.12195431909168411,5.829464788198663,0.7109284089137166,0.7062313384705019,0.09228388924914964,0.9933930471981114
23,17,0.13875022887951569,4.9964670724771905,0.6932609498951738,0.6885230553004003,0.04362551892398385,0.9931657846940751
44,41,0.11075342235928931,6.125720800099822,0.6784445430285393,0.6715537946682203,0.023132295228904136,0.9898433137518373
46,34,0.06621275757950208,10.278800841104836,0.6805877483000566,0.6688244813909576,0.06456315882832309,0.9827160172388045
4,31,0.14376074777533784,4.644399599233217,0.6676823593532466,0.6644801431958193,0.052181319089593545,0.9952039826834287
32,50,0.08094035217221156,8.283622204980613,0.6704792985326825,0.663860468624547,0.04292194625845997,0.9901282113815884
37,27,0.05535228558304412,11.933947821763569,0.6605712879634044,0.6489349369254652,0.05716526365516494,0.9823844129316989
55,55,0.06369934112795135,10.846818196170648,0.6909351724307441,0.641756698969977,0.06803986239747956,0.9288233174065307
59,46,0.08032622915303383,7.980633619987827,0.6410542049455482,0.6344070756459692,0.04021113271362307,0.9896309403350009
42,30,0.11079470169320105,5.694572025763055,0.6309284088648652,0.6256585162935268,0.022387343183910346,0.9916474000896238
12,34,0.13334435365821198,4.669794785098172,0.6226907673354046,0.6201141755452965,0.008499241527578695,0.9958621647770147
18,39,0.09241255558700356,6.758473421008334,0.6245678007022188,0.618364389004152,0.03677883547873217,0.9900676728914104
40,44,0.08338254503667587,7.536542548357692,0.6284160984592593,0.6131637884504446,0.02031774526471512,0.9757289635860539
7,11,0.0784289104849644,7.7939697502794685,0.6112725558671889,0.6057873086155265,0.02034495620516331,0.991026511498
3,53,0.07392703601085274,8.246802948081479,0.609661698517226,0.6014585200894744,0.0006927777191429277,0.9865447043045303
35,55,0.092787883689604,6.534544210773945,0.606326528193868,0.60040414478543,0.03829965701131683,0.9902323531413352
49,19,0.09524590126559619,6.361252058544064,0.6058831854936585,0.5996472561131255,0.025212769042533924,0.9897077035147426
52,44,0.08053731912898242,7.482421878522444,0.6026141986882422,0.5949836595622334,0.0446181816855197,0.9873376048181096
12,19,0.12897996351139274,4.6168979410988955,0.5954873279787598,0.5933700368710564,0.016020816698254708,0.996444439691286
20,16,0.07031455293457196,8.276912534328602,0.5819874045298706,0.5764705541910873,0.042237118663635574,0.990520670557742
29,40,0.07454043439057063,7.784619909184317,0.5802689495960835,0.571745271249446,0.031097927063435973,0.9853108143171011
50,23,0.060370521697210654,9.459848765735565,0.5710960051641704,0.5644844827335258,0.04427185469700563,0.9884230980940867
33,44,0.11231257789429046,5.039724416011929,0.5660244410390973,0.5627290572033781,0.05439043896681014,0.9941780184797857
49,0,0.07503677532083253,7.539985697693074,0.5657762127200858,0.561936206045614,0.07636186839611568,0.9932128523820218
19,19,0.12142939948605595,5.1741656573561485,0.628295828614131,0.5570508896016803,0.0469808817309495,0.8866060607634465
1,24,0.13677459903940187,4.090905030275805,0.5595318952242454,0.5561106019833956,0.005245283023808625,0.9938854366121905
17,56,0.11285516114640051,4.905771538457421,0.5536416375200375,0.5500764346903094,0.05561920705262656,0.9935604503199978
11,18,0.0844830629407408,6.338025144042421,0.5354557771641336,0.5311263567734578,0.05635134656841313,0.9919145136249996
34,35,0.06581764777423464,8.11565937766308,0.5341536103746929,0.5238610890456834,0.00957557452890849,0.9807311583613755
30,17,0.07001117460969761,7.52852589942147,0.5270809412980273,0.5214780624478877,0.036508661770076764,0.9893699839794217
4,16,0.10016206738381797,5.2321347767908,0.5240614360741375,0.5194189605256797,0.030686356121266772,0.9911413524657804
11,11,0.07334328738911362,7.565456839282907,0.5548754751934615,0.5142246576693565,0.046058387698674874,0.926738846207013
29,34,0.06734564632613808,7.7120670798290325,0.5193741420016186,0.5137331813759969,0.03321078595578827,0.9891389267015066
16,5,0.09693578766953102,5.290252534013082,0.5128147963552906,0.5099820592489813,0.04352802916048409,0.9944761010672034
51,14,0.12374536971782973,4.093873330955196,0.5065978689170139,0.5063131925657931,0.019426692012323932,0.9994380624777808
59,50,0.06304613395206167,7.986579304845726,0.5035229486720673,0.4982529872200365,0.031264143363191416,0.9895338207207256
2,54,0.1064503533388192,4.682608989489342,0.49846538147867164,0.4956569718486931,0.05764231930184572,0.9943658883157592
54,56,0.11147339000707432,4.467404194694685,0.4979966901144404,0.49474055004338807,0.054787845669038784,0.9934615226653332
33,21,0.0911273622983071,5.4224027742619745,0.4941292621375165,0.4909778119806186,0.004706434277748416,0.9936222150793796
48,34,0.0773080012674374,6.3007954494986205,0.4871019025957032,0.4838774366769171,0.025636590138981973,0.9933803052264767
43,48,0.09723764026008794,4.9713998056966,0.48340718589539705,0.4815949108279556,0.019962292478723016,0.996251038213086
41,48,0.09878175963234759,4.779440816885247,0.47212157395058946,0.4708524966218933,0.0034050745633126107,0.9973119692072598
10,39,0.05134105540195643,8.753120676111621,0.44939445357225705,0.44600755949848997,0.006788812093982692,0.9924634270698169
6,56,0.06450342906871269,6.770519470238579,0.4367217224068724,0.43288157299013535,0.07439364509297873,0.9912068733481515
38,56,0.08718766662077268,4.934502950007033,0.4302277981444325,0.4282110640429726,0.05835024828139781,0.9953124040097873
9,50,0.04864819261950389,8.718632800975497,0.42414572788058075,0.4211961260382837,0.030420068053762447,0.993045782031011
25,55,0.057957781302137634,7.2345639845578384,0.4192992772333246,0.4158221583470249,0.05097010678167029,0.9917073100882909
22,51,0.06769661452965851,6.096638152788881,0.4127217629561582,0.40612676981958135,0.01800494844515283,0.9840207284216379
22,9,0.06061838803291807,6.565589595082142,0.39799545773957873,0.3946696524301817,0.014042453061647192,0.9916436098836756
2,50,0.07043039893277196,5.556276744241991,0.3913307876778468,0.38991208958607454,0.029606519241555565,0.9963746831671723
53,2,0.04759586601234142,8.186495266652342,0.3896433318222521,0.387338355546732,0.01738528305036012,0.9940843944005398
59,41,0.05411184392375267,7.207242203650292,0.38999716524460787,0.38709240332286116,0.018097678193877104,0.9925518383706076
24,1,0.03857367547121191,10.181259083317622,0.39272858376822245,0.38707354021202156,0.0235354032689117,0.9856006316068444
17,45,0.06929016397735689,5.597751834458156,0.38786914251415594,0.3858305320969721,0.019033544400868383,0.994744076819389
10,42,0.044807247969002297,8.657079544473273,0.3878999098365914,0.38417227655560604,0.010355978470577353,0.9903902187485538
4,53,0.07362795104853877,5.218746931302949,0.3842456435926854,0.3834422625003159,0.02098717495974507,0.997909199217308
13,4,0.054021573118093205,7.0538081290217844,0.38105781160295055,0.3789613836356881,0.00984345291592463,0.9944983991839882
4,15,0.06740385557967053,5.510035563014018,0.3713976413282455,0.37011638212556097,0.0400859289989651,0.9965501687137746
14,21,0.04232910839997726,8.726826195725573,0.36939877202662896,0.36703269133583427,0.0221151508006647,0.9935947792197205
9,56,0.04817496547791986,7.326128487722416,0.3529359869828326,0.3508494695079432,0.04038347328871588,0.9940881135621037
41,28,0.07778443975050578,4.4704351135259435,0.3477302907466042,0.34688986791429977,0.02344408347577193,0.997583118713932
21,37,0.02450935823813769,14.194816967942891,0.34790585419210773,0.34507678581566764,0.0011894732685646706,0.9918682932685636
57,57,0.07957009132858334,4.663805066345964,0.37109939506785805,0.34394924197118226,0.0015248249042089323,0.9268385951108565
1,20,0.07624041981447012,4.5136364157145605,0.3441215352239583,0.3438898557925809,0.03216144258789983,0.999326751139749
3,2,0.040984392352727855,8.315723474170946,0.34081487356221124,0.3388470418544765,0.0025753502474890073,0.9942260979188882
33,10,0.05553108282908883,6.104352590322235,0.33898130931114695,0.33760561210073037,0.03729349438723032,0.9959416723794826
28,27,0.03402330174608438,9.951539386868111,0.3385842273974573,0.3365726127629579,0.02429906148200876,0.9940587467704513
57,31,0.06982233473701391,4.772676020723231,0.33323938271025694,0.3326211513025424,0.009652884505130894,0.9981447828804434
15,30,0.0493499841979111,6.5662758906235945,0.324045611441399,0.32317196262895825,0.004954144552515618,0.9973039325897529
42,47,0.06180621470154822,5.243882425682041,0.3241045230713797,0.32295513770306467,0.01787131939549344,0.996453658352488
13,34,0.0468103899113643,6.727036995231877,0.31489522469497666,0.3130802878838011,0.00758998006019106,0.9942363787417431
33,12,0.06214776528642519,4.901835774104376,0.3046381391616411,0.3036739284107634,0.03762279154141715,0.9968348981072062
38,37,0.052755785978809595,5.497914810609294,0.29004681707823143,0.28919108913608366,0.002604010705333662,0.997049690285286
54,45,0.05571537052819175,5.097550880644386,0.2840119361014121,0.28325564378506385,0.011396977000565826,0.9973371108034057
23,11,0.04865089076855609,5.602815133031772,0.27258194703354177,0.27181652589947225,0.01717117994012006,0.9971919595468466
0,4,0.02983096343890607,9.11483209478569,0.27190422297131955,0.270464884182606,0.01865783977020228,0.9947064493041531
40,3,0.0345699488032266,7.838127841660543,0.27096367819934997,0.26951801241433565,0.0027190259258816156,0.9946647248272489
17,7,0.04473343265507501,5.828715072515653,0.2607384331619996,0.2600321732415141,0.02280392771579039,0.997291308719161
27,41,0.030879264962568678,7.974421857225522,0.2462442854525659,0.24521133558671288,0.0028730638061747597,0.9958051823864477
14,46,0.024979255065359026,9.109636332812682,0.22755192950998981,0.22661960663992264,0.022618691614640352,0.995902812724661
57,40,0.046216112793920114,4.882699734362206,0.2256594016621275,0.22539711117346084,0.011570299838208408,0.9988376709025428
44,46,0.032989965369012615,6.78305681737395,0.22377280950121153,0.22303338030481784,0.01611484696481249,0.9966956253619826
43,21,0.042590552306034736,4.977725326134473,0.21200407086780407,0.21150229543772386,0.007958049384007532,0.9976331802119353
18,49,0.034375670589708265,6.165424197420121,0.21194059125633052,0.21116294090214324,0.008232834939378458,0.9963308097350415
12,0,0.03683500837424889,5.472404508307892,0.20157606589079857,0.20136260690619961,0.028584469497793783,0.9989410499522567
26,44,0.037767226103977945,5.281876830609173,0.19948183651497906,0.19898649519895006,0.004361147038070247,0.9975168600576234
1,41,0.04547004939660199,4.166138115369366,0.1894345058989114,0.18933108664967865,0.001999752522523059,0.9994540632988589
54,8,0.03998024443909718,4.690919445869237,0.18754410608996638,0.18718877599652334,0.00889434731011269,0.9981053518510862
45,44,0.03710584237294259,5.014622879368198,0.18607180612158788,0.18567940097660107,0.01790937317046749,0.997891109066086
39,46,0.01802463552272264,7.921537674494449,0.14278282936227832,0.1424361508547732,0.011045038579609886,0.9975719874087556
8,39,0.02132178397223088,6.613761278499013,0.14101718922406148,0.14075539325471026,0.007009388508976904,0.998143517320181
58,53,0.024838916835134107,5.197705355967092,0.1291053710703977,0.12898304105196634,0.007913007815685784,0.9990524792468575
31,46,0.011415413084446982,11.036741541321437,0.12598896380046026,0.1256817772665435,0.009204660969624592,0.9975617980761928
57,1,0.02239395458484164,4.64643741531303,0.10405210845982897,0.10397493962001049,3.7341648750152395e-05,0.9992583635165041
51,23,0.021486902011227705,4.137330673194577,0.08889841876297863,0.08888713853297793,0.002061909466953979,0.9998731110163975
16,3,0.015110844805837076,5.35457218174983,0.08091210924007412,0.08078918583220807,0.00520604892551209,0.9984807786001311
19,32,0.01557578963245734,5.063567894311869,0.07886906831146664,0.07879895381833112,0.0077984762540475715,0.9991110013768816
58,26,0.015183574309741635,5.167231381219574,0.07845704165237631,0.07841610733634163,0.004319079046187187,0.9994782582267625
8,9,0.010642044404030824,6.819261605256391,0.07257088480584103,0.07246545660503122,0.005667890996576519,0.998547238316139
38,34,0.013292797728716485,5.257529125992285,0.06988727122465101,0.06982630743871696,0.0038680200131092743,0.999127683984998
47,24,0.007856083927678914,8.605592157709482,0.06760625423834117,0.06737353412736258,0.0054205307688429075,0.9965577132825884
26,26,0.0114430849245567,5.8581067689416795,0.06703481325412008,0.06630221427537458,0.0053292606516170266,0.9890713654117553
43,42,0.01004699018090801,4.963607481592875,0.049869315629445146,0.04985637448261285,0.0019605864894849303,0.9997404988083562
36,0,0.0024246318488157057,15.49125045581067,0.037560579233139366,0.037536312012160206,0.0052431269263614995,0.9993539178182388
26,59,0.004914410726788254,5.569574925634798,0.027371178758190545,0.027362775109608065,0.0008722912914102767,0.9996929745460829
46,29,0.002123249299455778,11.294612032045135,0.023981277084664635,0.023971795791347648,0.00022953405271855618,0.9996046376811579
1,17,0.00491087031085044,4.2037260034196535,0.020643953225143553,0.020643037511921036,0.00039265427713639905,0.9999556425451788
